generic_name;synonym
Cannabidiol - Derived From Extract Or Tincture Or Resin Of Cannabis;cannabidiol - derived from extract or tincture or resin of cannabis
Cannabidiol - Derived From Extract Or Tincture Or Resin Of Cannabis;cbd
Curcuma Longa Root;curcuma longa root
Curcuma Longa Root;turmeric root
Hydrogenated Retinol;hydrogenated retinol
Camellia Oleifera Seed Oil;camellia oleifera seed oil
Camellia Oleifera Seed Oil;tea seed oil
Leuconostoc/Radish Root Ferment Filtrate;leuconostoc/radish root ferment filtrate
Leuconostoc/Radish Root Ferment Filtrate;radish root ferment
Carthamus Tinctorius Seed Oil;carthamus tinctorius seed oil
Carthamus Tinctorius Seed Oil;safflower oil
Terminalia Ferdinandiana Fruit Extract;terminalia ferdinandiana fruit extract
Terminalia Ferdinandiana Fruit Extract;kakadu plum extract
Vaccinium Angustifolium Fruit Extract;vaccinium angustifolium fruit extract
Vaccinium Angustifolium Fruit Extract;blueberry extractblueberry fruit extract
Glyceryl Caprylate;glyceryl caprylate
Glyceryl Caprylate;glycerol 1-octanoateglyceryl monocaprylate
Vitis Vinifera;vitis vinifera
Vitis Vinifera;grapegrape vine
Lecithin;lecithin
Lecithin;soy liquid
Lecithin;soy powder
Lecithin;sunflower liquid
Lecithin;sunflower powder
Theobroma Cacao Seed Butter;theobroma cacao seed butter
Theobroma Cacao Seed Butter;cocoa butter
Ascorbic Acid/Orange/Citrus Limon/Citrus Aurantifolia Polypeptides;ascorbic acid/orange/citrus limon/citrus aurantifolia polypeptides
Glycine Soja Oil;glycine soja oil
Glycine Soja Oil;soybean oil
Dicaprylyl Carbonate;dicaprylyl carbonate
Tremella Fuciformis Sporocarp Extract;tremella fuciformis sporocarp extract
Hydrolyzed Rice Extract;hydrolyzed rice extract
Aloe Barbadensis Extract;aloe barbadensis extract
Melia Azadirachta Leaf Extract;melia azadirachta leaf extract
Melia Azadirachta Leaf Extract;chinaberry
Melia Azadirachta Leaf Extract;china berry
Melia Azadirachta Leaf Extract;pride of india
Melia Azadirachta Leaf Extract;bead-tree
Melia Azadirachta Leaf Extract;cape lilac
Melia Azadirachta Leaf Extract;syringa berrytree
Melia Azadirachta Leaf Extract;persian lilac
Melia Azadirachta Leaf Extract;indian lilac
Melia Azadirachta Leaf Extract;white cedar
Moringa Oleifera Seed Oil;moringa oleifera seed oil
Moringa Oleifera Seed Oil;moringa seed oil
Polysorbate 20;polysorbate 20
Polysorbate 20;tween 20polyoxyethylene sorbitan monolaurate
Ceramide 1 A;ceramide 1 a
Glucosyl Ceramide;glucosyl ceramide
Sucrose;sucrose
Sucrose;sugar
Lactobacillus/Soybean Ferment Extract;lactobacillus/soybean ferment extract
Hydroxypropyltrimonium Hyaluronate;hydroxypropyltrimonium hyaluronate
Avena Sativa Seed Water;avena sativa seed water
Camellia Sinensis Seed Extract;camellia sinensis seed extract
Amaranthus Caudatus Seed Extract;amaranthus caudatus seed extract
Amaranthus Caudatus Seed Extract;love-lies-bleeding seed extract
Amaranthus Caudatus Seed Extract;pendant amaranth
Amaranthus Caudatus Seed Extract;tassel flower
Amaranthus Caudatus Seed Extract;velvet flower
Amaranthus Caudatus Seed Extract;foxtail amaranth
Amaranthus Caudatus Seed Extract;quilete
Isoleucine;isoleucine
Ethylhexyl Palmitate;ethylhexyl palmitate
Ethylhexyl Palmitate;octyl palmitatehexadecanoic acid
Oenothera Biennis Oil;oenothera biennis oil
Oenothera Biennis Oil;evening primrose oilepo
Palmitoyl Dipeptide-10;palmitoyl dipeptide-10
Saccharum Officinarum Extract;saccharum officinarum extract
Saccharum Officinarum Extract;sugarcane extract
Saccharum Officinarum Extract;sugarcane
Saccharum Officinarum Extract;saccharum ocinarum
Saccharum Officinarum Extract;extrait de canne a sucre
Saccharum Officinarum Extract;saccharum officinarum extract / sugarcane extrac
Oligopeptide-2;oligopeptide-2
Borago Officinalis Seed Oil;borago officinalis seed oil
Borago Officinalis Seed Oil;borage oil/borage seed oilstarflower
Methylparaben;methylparaben
Xylitylglucoside;xylitylglucoside
Dioscorea Japonica Root Extract;dioscorea japonica root extract
Dioscorea Japonica Root Extract;japanese mountain yam root extract
Dioscorea Japonica Root Extract;yamaimo root extract
Dioscorea Japonica Root Extract;east asian mountain yam root extract
Corallina Officinalis Extract;corallina officinalis extract
Corallina Officinalis Extract;coral weedred kelp
Beeswax;beeswax
Glutamic Acid;glutamic acid
Camellia Japonica Seed Oil;camellia japonica seed oil
Camellia Japonica Seed Oil;tsubaki oil
Epigallocatechin Gallatyl Glucoside;epigallocatechin gallatyl glucoside
Glycyrrhiza Glabra Root;glycyrrhiza glabra root
Citrullus Lanatus Fruit Extract;citrullus lanatus fruit extract
Citrullus Lanatus Fruit Extract;watermelon extract
Citrullus Lanatus Fruit Extract;watermelon
Citrullus Lanatus Fruit Extract;citrullus lanatus
Mannitol;mannitol
Chamomilla Recutita Oil;chamomilla recutita oil
Chamomilla Recutita Oil;blue chamomile oilchamomile oil
Fructose;fructose
Fructose;fruit sugar
PCA;pca
PCA;pyrrolidone carboxylic acid
Hippophae Rhamnoides Fruit Extract;hippophae rhamnoides fruit extract
Hippophae Rhamnoides Fruit Extract;sea buckthorn fruit extract
Heart Extract;heart extract
Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate;pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate
Ascorbyl Propyl Hyaluronate;ascorbyl propyl hyaluronate
Isohexadecane;isohexadecane
Cetyl Ethylhexanoate;cetyl ethylhexanoate
Hydroxyethylcellulose;hydroxyethylcellulose
Hydroxyethylcellulose;hydroxyethyl cellulose
Ethylhexyl Methoxycinnamate;ethylhexyl methoxycinnamate
Ethylhexyl Methoxycinnamate;octyl methoxycinnamate
Ethylhexyl Methoxycinnamate;octinoxate
Ethylhexyl Methoxycinnamate;eusolex 2292
Ethylhexyl Methoxycinnamate;uvinul mc80
Ethylhexyl Methoxycinnamate;2-ethylhexyl 4-methoxycinnamate
Epigallocatechin Gallate;epigallocatechin gallate
Carnosine;carnosine
Glycereth-26;glycereth-26
Vitis Vinifera Fruit Extract;vitis vinifera fruit extract
Pentaerythrityl Tetraethylhexanoate;pentaerythrityl tetraethylhexanoate
Pentaerythrityl Tetraethylhexanoate;ptis
Hydrolyzed Jojoba Esters;hydrolyzed jojoba esters
Copper Gluconate;copper gluconate
Tartaric Acid;tartaric acid
Anhydroxylitol;anhydroxylitol
Colloidal Silver;colloidal silver
Melia Azadirachta Flower Extract;melia azadirachta flower extract
Melia Azadirachta Flower Extract;chinaberry flower
Melia Azadirachta Flower Extract;persian lilac flower
Melia Azadirachta Flower Extract;indian lilac flower
Retinyl Acetate;retinyl acetate
Bambusa Vulgaris Extract;bambusa vulgaris extract
Bambusa Vulgaris Extract;bamboo extract
Retinyl Propionate;retinyl propionate
Laminaria Japonica Extract;laminaria japonica extract
Laminaria Japonica Extract;sweet kelp
Hydrocolloid;hydrocolloid
Leucine;leucine
Amodimethicone;amodimethicone
Hydrogenated Coconut Oil;hydrogenated coconut oil
Ergothioneine;ergothioneine
Hydrolyzed Calcium Hyaluronate;hydrolyzed calcium hyaluronate
Acetyl Tetrapeptide-11;acetyl tetrapeptide-11
Daucus Carota Sativa Seed Oil;daucus carota sativa seed oil
Daucus Carota Sativa Seed Oil;carrot seed oilcarrot seed essential oil
Macadamia Ternifolia Seed Oil;macadamia ternifolia seed oil
Macadamia Ternifolia Seed Oil;macadamia oilmacadamia nut oil
Azulene;azulene
Titanium/Titanium Dioxide;titanium/titanium dioxide
Retinol/Saccharomyces Polypeptide;retinol/saccharomyces polypeptide
Polygonum Cuspidatum Root Extract;polygonum cuspidatum root extract
Polygonum Cuspidatum Root Extract;japanese knotweedasian knotweed
Copper Palmitoyl Heptapeptide-14;copper palmitoyl heptapeptide-14
Alpha-Glucan Oligosaccharide;alpha-glucan oligosaccharide
Charcoal Extract;charcoal extract
Calendula Officinalis Flower;calendula officinalis flower
Calendula Officinalis Flower;calendula flower
Octocrylene;octocrylene
Sh-Polypeptide-11;sh-polypeptide-11
Cetyl Tranexamate Hcl;cetyl tranexamate hcl
Theobroma Cacao Seed Extract;theobroma cacao seed extract
Sodium Laureth Sulfate;sodium laureth sulfate
Sodium Laureth Sulfate;sles
Betula Platyphylla Japonica Juice;betula platyphylla japonica juice
Betula Platyphylla Japonica Juice;asian white birch juicejapanese white birch juice
Sh-Polypeptide-9;sh-polypeptide-9
Hydrogenated Castor Oil;hydrogenated castor oil
Hydrogenated Castor Oil;castor wax
Fucus Vesiculosus Extract;fucus vesiculosus extract
Fucus Vesiculosus Extract;brown algae
Fucus Vesiculosus Extract;fucus vesiculosus plant extract
Fucus Vesiculosus Extract;brown algae extract
Aloe Barbadensis Leaf Powder;aloe barbadensis leaf powder
Chrysanthemum Parthenium Extract;chrysanthemum parthenium extract
Chrysanthemum Parthenium Extract;feverfew extract
Potassium Phosphate;potassium phosphate
Myristic Acid;myristic acid
Collagen Extract;collagen extract
Avena Sativa Kernel Meal;avena sativa kernel meal
Avena Sativa Kernel Meal;oatmeal
Polyglycerin-3;polyglycerin-3
Cysteine;cysteine
Thioctic Acid;thioctic acid
Thioctic Acid;alpha lipoic acidlipoic acid
Guaiazulene;guaiazulene
Potassium Sorbate;potassium sorbate
Tripeptide-2;tripeptide-2
Sodium Citrate;sodium citrate
Phloretin;phloretin
Polypeptide-1;polypeptide-1
Coffea Arabica Seed Extract;coffea arabica seed extract
Acetyl Hexapeptide-1;acetyl hexapeptide-1
Butyrospermum Parkii Oil;butyrospermum parkii oil
Palmitoyl Tripeptide-8;palmitoyl tripeptide-8
Ginsenosides;ginsenosides
Phytosterols;phytosterols
Anthemis Nobilis Flower Extract;anthemis nobilis flower extract
Anthemis Nobilis Flower Extract;roman chamomile
Perlite;perlite
Panax Ginseng Seed Oil;panax ginseng seed oil
Lauryl Glucoside;lauryl glucoside
Aspergillus/Aloe Vera Leaf Ferment Filtrate;aspergillus/aloe vera leaf ferment filtrate
Fulvic Acid;fulvic acid
Panax Ginseng Berry Extract;panax ginseng berry extract
Papain;papain
Papain;papaya proteinase i
Tetrapeptide-30;tetrapeptide-30
Plankton Extract;plankton extract
Opuntia Ficus-Indica Seed Oil;opuntia ficus-indica seed oil
Opuntia Ficus-Indica Seed Oil;prickly pear seed oil
Oleic Acid;oleic acid
Milk;milk
Milk;laccow's milk
Hydrolyzed Silk;hydrolyzed silk
Hydrolyzed Silk;silk amino acids
Propolis Cera;propolis cera
Alcohol;alcohol
Acetyl Heptapeptide-4;acetyl heptapeptide-4
Arnica Montana Extract;arnica montana extract
Butyl Methoxydibenzoylmethane;butyl methoxydibenzoylmethane
Butyl Methoxydibenzoylmethane;avobenzone
Calophyllum Tacamahaca Seed Extract;calophyllum tacamahaca seed extract
Benzyl Alcohol;benzyl alcohol
Glyceryl Glucoside;glyceryl glucoside
BHT;bht
BHT;butylated hydroxytoluene
Aspergillus/Centella Asiatica Leaf/Stem Extract/Swiftlet Nest Extract Ferment Filtrate;aspergillus/centella asiatica leaf/stem extract/swiftlet nest extract ferment filtrate
Opuntia Ficus-Indica Extract;opuntia ficus-indica extract
Opuntia Ficus-Indica Extract;prickly pear extract
Mica;mica
Sodium Cocoyl Glycinate;sodium cocoyl glycinate
Butyrospermum Parkii Butter Extract;butyrospermum parkii butter extract
Sodium Phytate;sodium phytate
Coccinia Indica Fruit Extract;coccinia indica fruit extract
Coccinia Indica Fruit Extract;ivy gourd
Coccinia Indica Fruit Extract;scarlet gourd
Coccinia Indica Fruit Extract;tindora
Coccinia Indica Fruit Extract;kowai fruit
Ananas Sativus Fruit Extract;ananas sativus fruit extract
Ananas Sativus Fruit Extract;pineapple extract
Oat Amino Acids;oat amino acids
Camellia Japonica Flower Extract;camellia japonica flower extract
Camellia Japonica Flower Extract;tsubaki flower extract
Melaleuca Alternifolia Leaf;melaleuca alternifolia leaf
Kojic Dipalmitate;kojic dipalmitate
Cetearyl Olivate;cetearyl olivate
Propylparaben;propylparaben
Cellulose;cellulose
Yeast Extract;yeast extract
Yogurt;yogurt
Tripeptide-29;tripeptide-29
Terephthalylidene Dicamphor Sulfonic Acid;terephthalylidene dicamphor sulfonic acid
Terephthalylidene Dicamphor Sulfonic Acid;mexoryl sxecamsule
Rice Ferment Lees;rice ferment lees
Calamine;calamine
Carrageenan;carrageenan
Carrageenan;red algae
Oryza Sativa Powder;oryza sativa powder
Oryza Sativa Powder;rice powder
Cucumis Sativus Fruit;cucumis sativus fruit
Cucumis Sativus Fruit;cucumber
Lavandula Angustifolia Extract;lavandula angustifolia extract
Lavandula Angustifolia Extract;lavender (lavandula angustifolia) extractlavender extract
Behenyl Alcohol;behenyl alcohol
Behenyl Alcohol;docosan-1-ol1-docosanol
Yeast Beta-Glucan;yeast beta-glucan
Theobroma Cacao Extract;theobroma cacao extract
Theobroma Cacao Extract;cocoa extractcocoa select
Punica Granatum Extract;punica granatum extract
Punica Granatum Extract;pomegranate extract
Acetyl Tetrapeptide-9;acetyl tetrapeptide-9
Heptapeptide-15 Palmitate;heptapeptide-15 palmitate
Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer;hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer
Bacillus Ferment;bacillus ferment
Gallyl Glucoside;gallyl glucoside
Methionine;methionine
Dimethiconol;dimethiconol
Rosa Damascena Flower;rosa damascena flower
Homosalate;homosalate
Laminaria Ochroleuca Extract;laminaria ochroleuca extract
Laminaria Ochroleuca Extract;kelp algae extract
Rosa Rubiginosa Seed Oil;rosa rubiginosa seed oil
Ricinus Communis Seed Oil;ricinus communis seed oil
Ricinus Communis Seed Oil;castor oilcastor
Alcohol Denat.;alcohol denat.
Alcohol Denat.;denatured alcoholethanol
Pentapeptide-3;pentapeptide-3
Coix Lacryma-Jobi Ma-Yuen Seed Extract;coix lacryma-jobi ma-yuen seed extract
Coix Lacryma-Jobi Ma-Yuen Seed Extract;job's tears extract
Coix Lacryma-Jobi Ma-Yuen Seed Extract;adlay millet extract
Coix Lacryma-Jobi Ma-Yuen Seed Extract;chinese pearl barley extract
Avena Sativa Bran Extract;avena sativa bran extract
Linalool;linalool
Ceteareth-20;ceteareth-20
Ocimum Sanctum Leaf Extract;ocimum sanctum leaf extract
Ocimum Sanctum Leaf Extract;holy basil
Ocimum Sanctum Leaf Extract;holy basil extract
Ocimum Sanctum Leaf Extract;tulsi extract
Undaria Pinnatifida Extract;undaria pinnatifida extract
Undaria Pinnatifida Extract;wakame
Leuconostoc Ferment Filtrate;leuconostoc ferment filtrate
Shea Butter Glycereth-8 Esters;shea butter glycereth-8 esters
Acetyl Tetrapeptide-3;acetyl tetrapeptide-3
Acrylates/C10-30 Alkyl Acrylate Crosspolymer;acrylates/c10-30 alkyl acrylate crosspolymer
Coptis Japonica Root Extract;coptis japonica root extract
Limonene;limonene
Micrococcus Lysate;micrococcus lysate
Chamomilla Recutita Flower Water;chamomilla recutita flower water
Chamomilla Recutita Flower Water;chamomile flower water
Cinnamomum Cassia Bark/Ziziphus Jujuba Fruit/(Ginger/Paeonia Lactiflora Root)/Licorice Extract;cinnamomum cassia bark/ziziphus jujuba fruit/(ginger/paeonia lactiflora root)/licorice extract
Palmitoyl Oligopeptide-78;palmitoyl oligopeptide-78
Cyclomethicone;cyclomethicone
Cyclomethicone;cyclomethicone nfcyclosiloxane
Panax Ginseng Callus Culture Extract;panax ginseng callus culture extract
Actinidia Chinensis Fruit Extract;actinidia chinensis fruit extract
Actinidia Chinensis Fruit Extract;kiwi fruit extract
Mangifera Indica Seed Butter;mangifera indica seed butter
Mangifera Indica Seed Butter;mango seed butter
Arctium Lappa Root Extract;arctium lappa root extract
Arctium Lappa Root Extract;burdock root
Betula Alba Bark Extract;betula alba bark extract
Betula Alba Bark Extract;birch bark extractwhite birch extract
Beta Vulgaris Root Extract;beta vulgaris root extract
Beta Vulgaris Root Extract;beet root extract
Potassium Hyaluronate;potassium hyaluronate
Chlorphenesin;chlorphenesin
Cyclohexasiloxane;cyclohexasiloxane
Cyclohexasiloxane;d6
Adansonia Digitata Seed Oil;adansonia digitata seed oil
Adansonia Digitata Seed Oil;baobab seed oil
Ammonium Polyacryloyldimethyl Taurate;ammonium polyacryloyldimethyl taurate
Beta-Carotene;beta-carotene
Glycyrrhetinic Acid;glycyrrhetinic acid
Trifluoroacetyl Tripeptide-2;trifluoroacetyl tripeptide-2
Sarcosine;sarcosine
Metronidazole;metronidazole
Sorbitan Olivate;sorbitan olivate
Keratin;keratin
Ozonized Argan Oil;ozonized argan oil
Hydrogenated Shea Oil;hydrogenated shea oil
Montmorillonite;montmorillonite
Montmorillonite;french black clay
Montmorillonite;black clay
Montmorillonite;french green clay
Montmorillonite;green clay
Montmorillonite;red clay
Montmorillonite;montmorillonite clay
Lysine Hcl;lysine hcl
Inulin;inulin
Anthemis Nobilis Flower Oil;anthemis nobilis flower oil
Anthemis Nobilis Flower Oil;roman chamomile flower oilchamomile essential oil
Pearl Powder;pearl powder
Ci 77492;ci 77492
Ci 77492;iron iii oxideyellow oxide
Vaccinium Myrtillus Fruit Extract;vaccinium myrtillus fruit extract
Vaccinium Myrtillus Fruit Extract;vacciniumm myrtillus
Vaccinium Myrtillus Fruit Extract;bilberry extract
Vaccinium Myrtillus Fruit Extract;bilberry
Biosaccharide Gum-1;biosaccharide gum-1
Hexylene Glycol;hexylene glycol
Hexylene Glycol;2-methyl-2,4-pentanediol
Sea Cucumber Extract;sea cucumber extract
Acrylates Copolymer;acrylates copolymer
Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine;palmitoyl dipeptide-5 diaminobutyroyl hydroxythreonine
Bambusa Vulgaris Leaf/Stem Extract;bambusa vulgaris leaf/stem extract
Bambusa Vulgaris Leaf/Stem Extract;bamboo leafbamboo stem
Tyrosine;tyrosine
Rhamnose;rhamnose
Isononyl Isononanoate;isononyl isononanoate
Lavender Flower/(Olive/Origanum Vulgare/Rosemary/Thyme Leaf)/Goldenseal Extract;lavender flower/(olive/origanum vulgare/rosemary/thyme leaf)/goldenseal extract
Glycoproteins;glycoproteins
Hydroxydecyl Ubiquinone;hydroxydecyl ubiquinone
Ammonium Acryloyldimethyltaurate/Vp Copolymer;ammonium acryloyldimethyltaurate/vp copolymer
Coffea Arabica Seed Oil;coffea arabica seed oil
Coffea Arabica Seed Oil;coffee bean oilcoffee butter
Lycium Barbarum Fruit Extract;lycium barbarum fruit extract
Lycium Barbarum Fruit Extract;goji berry extract
Sodium Lauroyl Methyl Isethionate;sodium lauroyl methyl isethionate
Glycine Soja Sterols;glycine soja sterols
Jojoba Oil/Macadamia Seed Oil Esters;jojoba oil/macadamia seed oil esters
Macadamia Integrifolia Seed Oil;macadamia integrifolia seed oil
Citrullus Lanatus Seed Oil;citrullus lanatus seed oil
Citrullus Lanatus Seed Oil;watermelon seed oil
Rosmarinus Officinalis Leaf Oil;rosmarinus officinalis leaf oil
Rosmarinus Officinalis Leaf Oil;rosemary essential oil
Camellia Japonica Leaf Extract;camellia japonica leaf extract
Chondrus Crispus;chondrus crispus
Chondrus Crispus;red seaweedirish moss
Pinus Densiflora Leaf Extract;pinus densiflora leaf extract
Dextrin;dextrin
Avena Sativa Meal Extract;avena sativa meal extract
Avena Sativa Meal Extract;powdered herbal oatstraw extract
Coco-Betaine;coco-betaine
Hydrolyzed Soy Protein;hydrolyzed soy protein
Polyacrylamide;polyacrylamide
Chamomilla Recutita Flower;chamomilla recutita flower
Chamomilla Recutita Flower;chamomile flower
Isoniacinamide;isoniacinamide
Dimethylsilanol Hyaluronate;dimethylsilanol hyaluronate
Ethoxydiglycol;ethoxydiglycol
Ethoxydiglycol;diethylene glycol monoethyl ether
Sodium Lauryl Sulfate;sodium lauryl sulfate
Sodium Lauryl Sulfate;sls
Pueraria Lobata Root Extract;pueraria lobata root extract
Morus Alba Bark Extract;morus alba bark extract
Aspergillus Ferment;aspergillus ferment
Yeast Ferment Extract;yeast ferment extract
Phenyl Trimethicone;phenyl trimethicone
Brassica Oleracea Italica Extract;brassica oleracea italica extract
Brassica Oleracea Italica Extract;broccoli extract
Artemisia Vulgaris Oil;artemisia vulgaris oil
Artemisia Vulgaris Oil;mugwort essential oil
C13-16 Isoparaffin;c13-16 isoparaffin
Hexanoyl Dipeptide-3 Norleucine Acetate;hexanoyl dipeptide-3 norleucine acetate
Triethanolamine;triethanolamine
Salix Nigra Bark Extract;salix nigra bark extract
Aloe Arborescens Leaf Juice;aloe arborescens leaf juice
Brassica Oleracea Capitata Leaf Extract;brassica oleracea capitata leaf extract
2-O-Ethyl Ascorbic Acid;2-o-ethyl ascorbic acid
Cis-Retinoic Acid;cis-retinoic acid
Prunus Persica Fruit Extract;prunus persica fruit extract
